"Artist and Title","Days","Pk","(x?)","Total","Today"
"Ozuna, Mambo Kingz & DJ Luian - Solita","--","257","","175,112","0"
"Reik, Rocco Hunt & Ana Mena - A Un Paso De La Luna","--","209","","175,093","0"
"Bad Bunny - KLOuFRENS","27","59","","175,084","0"
"Annalisa - Il mondo prima di te","60","117","","175,056","0"
"C. Tangana, Becky G & Alizzz - Booty","--","247","","175,055","0"
"Moses, EMR3YGUL & Alexiane - A Million on My Soul","--","223","","175,035","0"
"Kendrick Lamar & SZA - All the Stars","32","37","","175,024","0"
"Hamza & Offset - Sadio","41","28","","175,002","0"
"Kendrick Lamar - DNA.","27","83","","174,994","0"
"Calcutta - Tutti","55","118","","174,673","0"
"Dadju - Sous contrôle","28","67","","174,640","0"
"Anuel AA - Quiere Beber","--","297","","174,629","0"
"Smolasty, Pedro & francis - Duże oczy","--","568","","174,622","0"
"Buba Corelli - Irina Shayk","--","485","","174,589","194"
"Semicenk - Geçiyor Zaman","--","457","","174,589","107"
"Desh, Young Fly & KKevin - Rollin'","--","785","","174,580","151"
"Eva - Alibi","42","94","","174,576","0"
"Omar Courtz & Bad Gyal - Comernos","--","296","","174,555","158"
"Ed Sheeran - New Man","14","149","","174,395","0"
"Morgan Wallen & Tate McRae - What I Want","39","33","","174,362","0"
"Shiva - Bossoli","25","145","","174,352","0"
"thasup - Dimmi Che C'è","44","123","","174,304","0"
"Егор Крид & HammAli & Navai - Мне всё Монро","47","113","","174,239","0"
"JADE - Angel Of My Dreams","55","76","","174,132","0"
"Chanel - SloMo","28","28","","174,096","0"
"ScHoolboy Q, 2 Chainz, Saudi - X","34","33","","174,020","0"
"MORGENSHTERN, SODA LUV, blago white, OG Buda & MAYOT - Cristal & МОЁТ","46","93","","174,015","0"
"Doja Cat - Jealous Type","42","15","","174,002","0"
"Lacrim - Ce soir ne sors pas","61","126","","173,941","0"
"Pommelien Thijs - Erop of Eronder","--","281","","173,927","0"
"YOUNOTUS & Kelvin Jones - Seventeen","--","205","","173,877","0"
"Olly & Juli - Scarabocchi","10","181","","173,849","316"
"Estelle - American Boy","--","271","","173,791","0"
"MORGENSHTERN, Imanbek & Fetty Wap - Leck","43","74","","173,790","0"
"Aitana & Rels B - miamor","--","297","","173,710","0"
"Kontra K - Farben","44","54","","173,556","0"
"Jul & SCH - Mother Fuck","27","45","","173,450","0"
"Eslabon Armado & Peso Pluma - Ella Baila Sola","28","89","","173,272","0"
"Maria Mena - Home for Christmas","--","347","","173,221","0"
"FLEMMING, Zoë Tauran & Ronnie Flex - Alles Op Gevoel","--","277","","173,196","0"
"Rasmus Seebach - Lille Store Verden","--","466","","173,194","0"
"Capital Bra - Nur noch Gucci","28","89","","173,037","0"
"Alexandra Burke - Hallelujah","31","71","","172,948","0"
"Dua Lipa - Fever","--","253","","172,905","0"
"Канги - Вали","33","138","","172,859","0"
"Ramil' - Вальс","32","81","","172,849","0"
"Miss Montreal - Door De Wind","--","266","","172,758","0"
"RAF Camora & Apache 207 - JUPITER","36","34","","172,743","0"
"Kool Savas & Alies - AMG","30","100","","172,731","0"
"RnBoi - ELLE VOULAIT","36","36","","172,718","4,486"
"Takagi & Ketra & Giusy Ferreri - SHIMMY SHIMMY","21","171","","172,647","0"
"OneRepublic - Start Again","41","46","","172,608","0"
"Anastasio - La fine del mondo","53","104","","172,560","0"
"Ceza - Neyim Var Ki","--","482","","172,532","0"
"BLANCO - Pornografia","21","142","","172,486","0"
"Cris Mj - Una Noche en Medellín","39","131","","172,462","0"
"1PLIKÉ140 - LOPSA STORY","46","104","","172,451","0"
"SCH - Autobahn","44","39","","172,437","0"
"Alex Rose & Rauw Alejandro - Me Fijé","--","288","","172,404","0"
"DIOR & Samo & ID - Положение","39","102","","172,384","0"
"Rammstein - ZEIG DICH","22","13","","172,372","0"
"Lvbel C5 - DOĞUŞTAN BERİ HAKLIYIM","--","508","","172,372","0"
"Punctual - I Don't Wanna Know","26","99","","172,354","0"
"Samra - Shoote ma Shoote","37","54","","172,321","0"
"Apache 207 - Beef","39","48","","172,279","0"
"Ханза & OWEEK - Вечеринка","54","100","","172,241","0"
"Бабек Мамедрзаев - Принцесса","29","161","","172,239","0"
"Marracash & Elisa - Neon: Le ali","30","142","","172,215","0"
"bnkr44 & Pino D'Angiò - MA CHE IDEA","15","164","","172,197","0"
"Azet - Nike Pullover","46","57","","171,998","0"
"Dardan & Azet - Pa Mu","51","70","","171,957","0"
"Calcutta - Paracetamolo","12","170","","171,706","0"
"LEA - 110","24","98","","171,689","0"
"KAROL G & Maldy - GATÚBELA","--","269","","171,662","0"
"Kanye West - Moon","19","14","","171,652","0"
"Jul - C'est la cité","48","69","","171,644","125"
"Taylor Swift - The Alchemy","29","20","","171,555","0"
"UZI & JKSN - 50G","37","95","","171,501","0"
"Guè & Rose Villain - Piango Sulla Lambo","45","111","","171,494","0"
"Oxxxymiron - Где нас нет","--","224","","171,490","0"
"Ninho - Big Pac","13","74","","171,451","0"
"Sigrid - Don’t Feel Like Crying","47","116","","171,436","0"
"Hornet La Frappe - Je pense à toi","60","133","","171,416","0"
"Måneskin - Le parole lontane","13","115","","171,356","0"
"Jakone, A.V.G, BAGARDI & Goro - С тобой","--","306","","171,271","0"
"Benjamin Hav - Du Ligner Din Mor","--","462","","171,180","213"
"RACK, TOQUEL & Beyond - MA BELLA","--","644","","171,154","207"
"Felix Jaehn - SICKO","9","165","","171,129","0"
"Benny Jamz & Gilli - Reposado","--","519","","171,117","107"
"Niska - Story X","42","52","","171,078","0"
"Craig David - Heartline","69","88","","171,053","0"
"Charli XCX - Boys","48","42","","171,047","0"
"Calvin Harris, Justin Timberlake, Halsey & Pharrell Williams - Stay With Me","55","27","","171,013","0"
"Markul - Скалы","48","101","","170,975","0"
"Ozuna, Daddy Yankee & J Balvin - Baila Baila Baila","20","140","","170,916","0"
"Tiakola - La clé","30","100","","170,874","0"
"Mark Forster - Einmal","27","119","","170,871","0"
"Geolier - TU ED IO","47","100","","170,861","0"
"Marco Borsato, Snelle & John Ewbank - Lippenstift","45","150","","170,848","0"
"Shamo - Чегери","57","126","","170,824","749"
"Mora & Jhay Cortez - MEMORIAS","--","238","","170,786","0"
"Booba - VVV","31","39","","170,747","0"
"Koba laD - Quotidien","41","82","","170,728","0"
"Papermoon - On the Day Before Christmas","--","256","","170,690","0"
"Martin Garrix - High on Life","26","101","","170,629","0"
"Ariana Grande - the boy is mine","21","8","","170,629","0"
"A36 - Samma gamla vanliga","--","283","","170,475","0"
"Sfera Ebbasta & Shiva - COME SE NON FOSSI NEI GUAI","23","125","","170,439","0"
"TINI - Cupido","--","289","","170,415","0"
"GAMPER & DADONI - Bittersweet Symphony","--","205","","170,336","0"
"Mentis - Excuses","3","160","","170,322","0"
"Beton.Hofi & Hundred Sins - BAGIRA","--","626","","170,224","93"
"Ati242 - Italy Forma","--","464","","170,219","94"
"Calvin Harris, Disciples - How Deep Is Your Love","22","155","","170,144","1,903"
"AYLIVA - Renn","49","47","","170,137","190"
"WIXO & LA2S - GMK","52","62","","170,136","447"
"Tayc - Moi, je prouve.","14","72","","170,031","0"
"LIT killah, Tiago PZK, Maria Becerra, Duki, Emilia, Rusherking, Big One & FMK - Los del Espacio","--","264","","170,023","0"
"Niska - Genkidama","62","41","","169,944","0"
"Lele Blade - HEETS","42","99","","169,915","0"
"Flipp Dinero - Leave Me Alone","31","69","","169,886","0"
"Irama - Galassie","6","161","","169,885","0"
"LP - Lost on You","--","363","","169,662","0"
"UZI - Makina","--","564","","169,608","0"
"Quebonafide & Duit - BUBBLETEA","--","543","","169,595","0"
"JACKBOYS & Travis Scott - OUT WEST","5","164","","169,587","0"
"STEIN27 - Habibi","--","481","","169,556","26"
"Kyle Alessandro - Lighter","30","22","","169,536","0"
"Gemitaiz & Madman - Veleno 7","21","118","","169,534","0"
"Drake - Falling Back","18","3","(x3)","169,516","0"
"Oscar and the Wolf - Warrior","--","205","","169,459","0"
"Sarah Connor - The Best Side of Life","31","77","","169,437","0"
"Werenoi - Location","50","42","","169,400","0"
"Егор Крид - Время не пришло","44","112","","169,396","0"
"Måneskin - L'altra dimensione","14","110","","169,392","0"
"Ski Aggu & $OHO BANI - Theater★","57","47","","169,344","0"
"Vitaa & Slimane - Ça va ça vient","--","262","","169,330","0"
"Trettmann - Gottseidank","46","102","","169,330","0"
"Ardian Bujupi & Fero47 - Wie im Traum","42","51","","169,261","0"
"Hornet La Frappe - Calumet","35","107","","169,226","0"
"Shiva & Sfera Ebbasta - Soldi in Nero","49","95","","169,218","0"
"ROSALÍA - Dios Es Un Stalker","24","22","","169,204","0"
"YAKTAK - Погляд","--","487","","169,108","58"
"Takagi & Ketra - Da sola / In the Night","--","205","","169,105","0"
"RAF Camora & Yung Hurn - Wien","14","79","","169,081","0"
"Пошлая Молли - Мишка","36","111","","169,011","0"
"Calvin Harris & Rag'n'Bone Man - Lovers In A Past Life","62","61","","169,004","0"
"DELLAFUENTE & C. Tangana - Guerrera","--","292","","168,986","0"
"Kurt Nilsen & Kringkastingsorkestret - Himmel På Jord","--","440","","168,908","0"
"Madman - Centro","40","137","","168,905","0"
"Ezhel - Kazıdık Tırnaklarla","--","459","","168,859","0"
"Depeche Mode - Ghosts Again","40","17","","168,783","0"
"Vitaa - Je te le donne","--","211","","168,700","0"
"Kendrick Lamar - United In Grief","22","2","(x1)","168,693","0"
"Meryl & Eva - Coco Chanel","27","125","","168,577","642"
"DJ Khaled - STAYING ALIVE","34","20","","168,561","0"
"Harry Styles - Are You Listening Yet","21","7","","168,498","0"
"Güneş - Suçlarımdan Biri","--","484","","168,395","0"
"Güneş - NKBİ","--","435","","168,384","0"
"Djadja & Dinaz - Pas là","49","62","","168,273","0"
"LOVV66 - 5IVE","59","124","","168,255","0"
"Emilia, TINI & NICKI NICOLE - blackout 🧊","--","310","","168,212","0"
"RIN - Commitment Issues","54","45","","168,011","0"
"Loud Luxury - Aftertaste","--","206","","167,928","0"
"Sampagne, badchieff & CRO - tempo","54","56","","167,856","0"
"Little Mix - Think About Us","36","98","","167,825","0"
"5 Seconds of Summer - Teeth","28","23","","167,822","0"
"ICEKIID - Errudumellahvad","--","535","","167,781","28"
"Jax Jones & Ella Henderson - This Is Real","43","62","","167,777","0"
"J Hus - Must Be","36","84","","167,775","0"
"J-AX - La Mia Hit","30","128","","167,759","0"
"MACAN & Ramil' - Очередная грустная песня про тёлку","51","89","","167,706","0"
"Aitana & Cali y El Dandee - +","--","244","","167,652","0"
"Bebe Rexha & Faithless - New Religion","56","42","","167,544","3,024"
"Sefo & Reynmen - Bonita","--","490","","167,508","0"
"SDM - #Malentouré","--","405","","167,473","172"
"Marco Mengoni - Sto bene al mare","68","158","","167,365","0"
"Taylor Swift - I Can Fix Him","28","18","","167,317","0"
"Billie Eilish - Billie Bossa Nova","23","10","","167,291","0"
"APHACA - Smelter Under Månen","--","510","","167,283","198"
"Gzuz - Vor der Tür","43","40","","167,278","0"
"Kaneki, Ninho & Naps - Blue","62","85","","167,277","0"
"Mora - CALENTÓN","--","229","","167,273","0"
"Bouss - Parler tout bas","24","140","","167,249","0"
"Geolier - ARCOBALENO","44","98","","167,208","1,066"
"Shay - Liquide","15","78","","167,193","0"
"SCH - LIF","42","39","","167,040","0"
"SDM & Werenoi - METALLICA","47","35","","166,872","0"
"Quevedo & La Pantera - HALO","--","246","","166,865","0"
"Bruno Mars - Just the Way You Are","4","86","","166,865","0"
"Ozuna - La Modelo","14","157","","166,717","0"
"Fedez - Prima di ogni cosa","55","106","","166,606","0"
"Nicky Jam & Myke Towers - Polvo","--","292","","166,580","0"
"Puri, Jhorrmountain & Adje - Coño","--","263","","166,564","0"
"GIMS - Est-ce que tu m'aimes","--","220","","166,525","24"
"Konfuz - Ратата","41","55","","166,479","0"
"Miyagi & Эндшпиль - Ночь","53","65","","166,478","0"
"Mizzy Miles, Van Zee & Bispo - Bênção","--","410","","166,435","0"
"Stormzy - Big For Your Boots","--","286","","166,400","0"
"KAMRAD - Feel Alive","39","102","","166,282","0"
"Люся Чеботина - ЗА БЫВШЕГО","1","199","","166,279","0"
"ROSALÍA - Porcelana","23","12","","166,271","0"
"Luchè - Non abbiamo età","--","398","","166,249","0"
"Apache 207 - Fühlst du das auch","43","41","","166,246","0"
"OneRepublic - Didn't I","28","42","","166,240","0"
"Michael Bublé - Let It Snow","47","84","","166,208","0"
"Nico Santos & Topic - Like I Love You","39","97","","166,159","0"
"Luciano - SHAWTY","33","52","","166,129","0"
"Gradur - Rari","46","57","","166,102","0"
"Levante - Tikibombom","32","125","","166,009","0"
"Taylor Swift - So High School","35","27","","165,980","0"
"Porchy, May Wave$, Jeembo, Loqiemean, Thomas Mraz, Tveth, SOULOUD, MARKUL & Oxxxymiron - KONSTRUKT","46","116","","165,910","0"
"Roddy Ricch - Late At Night","37","26","","165,889","0"
"Ev Wilde, Shanice Griffin & David Ryan - Here We Go Again","35","122","","165,844","0"
"Marwa Loud & Eva - Allo","41","114","","165,834","0"
"Katy Perry - Daisies","29","23","","165,831","0"
"Chappell Roan - The Giver","48","40","","165,827","0"
"Headie One - Princess Cuts","35","88","","165,789","0"
"Kris Kross Amsterdam, Kraantje Pappie & Tabitha - Moment","--","295","","165,716","0"
"Geolier - MAI PER SEMPRE","16","111","","165,665","0"
"Rita Ora, David Guetta & Imanbek - Big","26","39","","165,601","0"
"Ati242 & BLOK3 - Keşke","--","466","","165,592","345"
"Мот - Сопрано","--","205","","165,488","0"
"Travis Scott - DELRESTO","21","11","","165,481","0"
"21 Savage & Metro Boomin - Mr. Right Now","27","10","","165,477","0"
"Maffio, Justin Quiles & Nacho - Cristina","--","294","","165,466","0"
"The Beatles - Now And Then","19","4","","165,448","0"
"C. Tangana - Bien Duro","--","234","","165,414","0"
"Kollegah & Farid Bang - Zieh' den Rucksack aus","46","53","","165,251","0"
"Ufo361 & PASHANIM - allein allein","49","37","","165,246","0"
"Dave - Verdansk","28","56","","165,196","0"
"Mc Kekel & MC Rita - Amor de Verdade","--","431","","165,185","0"
"Merve Özbey - Yaramızda Kalsın","--","529","","165,160","39"
"Migos - Narcos","26","15","","165,097","0"
"Myke Towers - Girl","--","284","","165,052","0"
"Booba - Bouyon","50","60","","165,043","0"
"Scriptonite - Moskva lyubit...","--","395","","165,041","0"
"Элджей - Ультрамариновые танцы","--","211","","164,997","0"
"Harry Styles - Boyfriends","35","18","","164,981","0"
"Nio García, J Balvin & Bad Bunny - AM Remix","--","206","","164,891","0"
"Samra - 24 Stunden","35","43","","164,803","0"
"Offset - Clout","23","119","","164,803","0"
"Maes - 4MOTION","50","73","","164,783","0"
"SZA - I Hate U","36","37","","164,779","0"
"MORGENSHTERN & Allj - Cadillac","--","241","","164,769","0"
"Mora & Sech - TUS LÁGRIMAS","--","278","","164,768","0"
"Joezi & Lizwi - Amathole","50","72","","164,739","0"
"Sangiovanni - scossa","20","186","","164,719","0"
"Romeo Santos, Daddy Yankee & Nicky Jam - Bella y Sensual","--","359","","164,710","0"
"Rauw Alejandro & Farruko - Fantasías","--","306","","164,624","0"
"Pop Smoke - 44 BullDog","22","13","","164,522","0"
"Boomdabash & Paola & Chiara - Lambada","47","177","","164,509","0"
"Le Crime & Leto - Ballon D'or","42","63","","164,410","0"
"Soprano - Musica","32","105","","164,360","0"
"Lola Indigo & Mala Rodríguez - Mujer Bruja","--","267","","164,353","0"
"Eminem - Normal","23","9","","164,167","0"
"Light & Hawk - Voodoo","--","676","","164,166","17"
"Sayf - TU MI PIACI TANTO","66","60","","164,150","2,056"
"Kanye West - Jonah","13","9","","164,139","0"
"Capital Bra - Ich liebe es","29","49","","164,127","0"
"Rvfv & Rels B - Mi Luz","--","306","","164,108","0"
"Gilli & Kesi - 555","--","505","","164,039","25"
"Summer Walker & Usher - Come Thru","35","37","","164,010","0"
"Tananai - VELENO","--","204","","163,943","0"
"Travis Scott - YOSEMITE","26","17","","163,915","0"
"Matt Sassari - Give It to Me","29","152","","163,801","0"
"Джиган, Artik & Asti & NILETTO - Худи","72","85","","163,756","1,553"
"Juice WRLD & The Weeknd - Smile","28","23","","163,750","0"
"Achille Lauro - Senza Una Stupida Storia","7","118","","163,739","0"
"A1 x J1 & Tion Wayne - Night Away","55","82","","163,706","0"
"RAF Camora - BOTTEGA","36","47","","163,695","0"
"Booba - Ça va aller","51","62","","163,683","0"
"Capo Plaza - Soldi Arrotolati","35","91","","163,610","0"
"Pitbull & J Balvin - Hey Ma","57","114","","163,538","0"
"Damiano David - The First Time","27","90","","163,509","0"
"KAROL G - MI EX TENÍA RAZÓN","--","281","","163,386","0"
"Becky Hill - Last Time","46","80","","163,340","0"
"Rammstein - Armee der Tristen","41","16","","163,325","0"
"Artik & Asti - Лампочки","7","164","","163,318","0"
"Snik & Tamta - Senorita","--","679","","163,305","82"
"JHAYCO & Kapo - Passoa","--","302","","163,286","52"
"Luciano, Ufo361 & Lil Baby - Fendi Drip","29","48","","163,272","0"
"The Weeknd - Out of Time","21","11","","163,224","0"
"Imagine Dragons - Walking the Wire","31","52","","163,209","0"
"Sebastián Yatra & Reik - Un Año","--","267","","163,194","0"
"Eva - Kitoko","29","155","","163,176","0"
"Dardan & Hava - Mailbox","33","69","","163,137","0"
"BTS - they don’t know ’bout us","33","20","","163,122","1,128"
"Damso - Silence","40","47","","163,122","0"
"Devito & Relja - Omadjijala","--","547","","163,109","43"
