"Video","Views","Yesterday"
"BAD BUNNY - OTRA NOCHE EN MIAMI | X100PRE [Visualizer]","428,369,668","148,657"
"Teri Mitti - Lyrical | Kesari | Akshay Kumar & Parineeti Chopra | Arko | B Praak| Manoj Muntashir","427,554,640","37,774"
"Labrinth - Jealous (Official Video)","427,539,073","59,390"
"Plan B - Si no le contesto ft. Tony Dize and Zion y Lennox (Remix) [Official Video]","427,534,095","136,292"
"Warren G - Regulate (Official Music Video) ft. Nate Dogg","427,511,970","111,468"
"2NE1 - 내가 제일 잘 나가(I AM THE BEST) M/V","427,489,700","79,047"
"Tere Vaaste | Zara Hatke Zara Bachke | Vicky Kaushal, Sara Ali Khan, Varun J, Sachin-Jigar,Amitabh B","427,260,724","48,349"
"Becky G, El Alfa - FULANITO (Official Video)","427,085,659","81,893"
"Arlequina - MC Bella (KondZilla) - Various Artists","427,019,891","45,133"
"Myke Towers - Piensan (Video Oficial)","426,692,844","151,082"
"Wesley Safadão e Aldair Playboy ft. Kevinho - Amor Falso","426,417,470","13,521"
"Rauw Alejandro ❌ Farruko - Fantasías (Unplugged)","426,369,140","61,964"
"Five Finger Death Punch - Wrong Side Of Heaven","426,308,926","25,244"
"Ariana Grande - God is a woman (Official Video)","426,272,963","43,501"
"Saulo Vasconcellos - De nada (De ""Moana"")","426,153,433","136,344"
"Imagine Dragons - Bones (Official Music Video)","425,920,086","196,113"
"Xand Avião feat. Gusttavo Lima - Algo Mais (Amante) (DVD: Errejota) [Clipe Oficial]","425,673,316","14,548"
"Preto no Branco - Os Sonhos de Deus ft. Juninho Black, Lukão Carvalho, Eli Soares","425,620,468","56,968"
"Matheus & Kauan - Que Sorte A Nossa","425,522,749","87,340"
"Harry Styles - Watermelon Sugar (Official Video)","425,506,477","82,848"
"Leona Lewis - Bleeding Love (US Version - Official Video)","425,449,497","73,735"
"Full Video: Deewangi Deewangi |  Om Shanti Om | Shahrukh Khan | Vishal Dadlani, Shekhar Ravjiani","425,356,360","66,252"
"Thiago Brava Ft. Jorge - Dona Maria","425,334,781","12,666"
"Mau y Ricky, Camilo - La Boca (Official Video)","425,268,760","80,131"
"Adele - Easy On Me (Official Video)","424,800,481","50,402"
"Becky G, KAROL G - MAMIII (Audio)","424,747,599","65,870"
"Train - Hey, Soul Sister (Official Video)","424,642,536","116,957"
"Ramuloo Ramulaa Full Song (Telugu) | AlaVaikunthapurramuloo | Allu Arjun | Trivikram | Thaman S","424,630,312","2,255"
"Don Omar - Zumba Campaign Video","424,568,893","90,263"
"j-hope 'Chicken Noodle Soup (feat. Becky G)' MV","424,492,538","23,509"
"Reik - Noviembre Sin Ti (Video)","424,482,740","187,639"
"blink-182 - All The Small Things (Official Music Video)","424,301,188","94,086"
"CNCO, Little Mix - Reggaetón Lento (Remix) [Official Video]","424,229,039","39,745"
"Jennifer Lopez - Booty ft. Iggy Azalea","423,881,743","23,874"
"Marília Mendonça feat. Léo Santana e Didá Banda Feminina - Apaixonadinha (Todos Os Cantos - Ao Vivo)","423,495,263","25,636"
"Chalte Chalte | Full Song | Mohabbatein | Shah Rukh Khan, Uday Chopra, Jugal Hansraj, Jimmy Shergill","423,443,342","386,443"
"T.I. - No Mediocre ft. Iggy Azalea","423,350,554","53,909"
"One Direction - Little Things","423,051,537","22,081"
"Arijit Singh, Shreya Ghoshal - Samjhawan - Lyric video | Alia B, Varun D | Humpty Sharma Ki Dulhania","423,017,751","493,975"
"Maluma - Mala Mía (Official Video)","422,956,673","68,770"
"BAD BUNNY x JOWELL & RANDY x ÑENGO FLOW - SAFAERA | YHLQMDLG [Visualizer]","422,754,897","75,118"
"Humdard Full Video Song | Ek Villain | Arijit Singh | Mithoon","422,739,490","186,728"
"श्री हनुमान चालीसा I Shree Hanuman Chalisa I GULSHAN KUMAR, HARIHARAN I Hanuman Chalisa Ashtak","422,578,947","48,038"
"Sherine - El Watar El Hassas | شيرين - الوتر الحساس","422,474,752","232,518"
"ANIMAL:Pehle Bhi Main(Full Video) | Ranbir Kapoor,Tripti Dimri |Sandeep V |Vishal M,Raj S |Bhushan K","422,467,176","201,038"
"Snow Patrol - Chasing Cars (Official Video)","422,457,635","101,231"
"Chris Brown - Forever (Official HD Video)","422,326,105","152,107"
"Gusttavo Lima - Eu Não Iria - DVD O Embaixador (Ao Vivo)","422,191,060","58,333"
"Vicente Fernández - Por Tu Maldito Amor (Video Oficial)","422,169,147","73,670"
"Maná - Te Lloré Un Río (Video Oficial)","422,058,822","198,827"
"The Chainsmokers - Paris (Official Lyric Video)","422,016,710","18,485"
"the remedy for a broken heart (why am I so in love)","421,928,533","74,925"
"Michael Jackson - You Are Not Alone (Official Video)","421,807,605","289,820"
"Rihanna - Hate That I Love You ft. Ne-Yo","421,687,471","70,460"
"Jonas Brothers - Sucker (Official Video)","421,645,652","68,962"
"J Balvin - Rojo (Official Video)","421,637,455","149,052"
"Hinder - Lips Of An Angel (Official Music Video)","421,440,901","136,099"
"Tumhe Dillagi Song By Rahat Fateh Ali Khan | Huma Qureshi, Vidyut Jammwal | Salim - Sulaiman","421,166,581","82,672"
"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)","421,110,279","74,428"
"Plan B - Candy","421,106,932","16,849"
"Maite Perroni - ""Loca"" (Feat. Cali & El Dandee) [Video Oficial]","420,688,938","41,286"
"El Alfa ""El Jefe"" - Singapur (El Androide)","420,653,821","123,740"
"NO ME CONOCEN (REMIX) - BANDIDO, DUKI, REI, TIAGO PZK (VIDEO OFICIAL)","420,363,691","76,807"
"Becky G, Myke Towers - DOLLAR (Official Video)","420,028,804","37,313"
"LET'S GO 4 - DJ GBR, IG, Ryan SP, PH, Davi, Luki, Don Juan, Kadu ,GH do 7, GP, TrapLaudo","420,016,317","72,750"
"MC G15 - Deu Onda (KondZilla)","419,981,003","26,864"
"Henrique e Juliano - Mudando de Assunto (DVD Ao vivo em Brasília) [Vídeo Oficial]","419,887,381","304,419"
"Myke Towers - LALA (Lyric Video)","419,736,360","43,888"
"BLACKPINK - 'SOLO' + '뚜두뚜두(DDU-DU DDU-DU)' + 'FOREVER YOUNG' in 2018 SBS Gayodaejun","419,736,068","38,375"
"Laembadgini (Full Song) | Diljit Dosanjh | Veet Baljit | Latest Punjabi Songs 2016 | Speed Records","419,681,288","37,429"
"Pitbull - Hey Baby (Drop It To The Floor) ft. T-Pain","419,572,156","114,717"
"Henrique e Juliano - Como É Que A Gente Fica - DVD Novas Histórias - Ao vivo em Recife","419,567,136","41,209"
"Breaking the Habit (Official Music Video) [HD UPGRADE] – Linkin Park","419,468,235","107,481"
"Britney Spears - Sometimes (Official HD Video)","419,409,313","175,231"
"Calle 24 x Chino Pacas x Fuerza Regida - Que Onda [Official Video]","419,071,919","475,979"
"JAANI TERA NAA (MUMMY NU PASAND) | SUNANDA SHARMA | JAANI | New Punjabi Songs 2017 | MAD 4 MUSIC","419,017,599","29,976"
"Doja Cat - Streets (Official Video)","418,978,422","148,266"
"Farruko - Obsesionado (Official Video)","418,910,432","61,801"
"""Your Idol"" | Official Song Clip | KPop Demon Hunters | Sony Animation","418,852,469","446,241"
"Saad Lamjarred - GHALTANA (EXCLUSIVE Music Video) | (سعد لمجرد - غلطانة (فيديو كليب حصري","418,728,641","99,139"
"Ed Sheeran - Shivers [Official Video]","418,721,699","121,078"
"Simple Minds - Don't You (Forget About Me)","418,633,400","167,265"
"Badshah - Jugnu (Official Video) | Nikhita Gandhi | Akanksha Sharma","418,558,576","47,149"
"Full Video: Akh Lad Jaave | Loveyatri | Aayush S|Warina H |Badshah, Tanishk Bagchi,Jubin N, ,Asees K","418,520,065","207,144"
"Mau y Ricky, Karol G - Mi Mala (Remix - Official Video) ft. Becky G, Leslie Grace, Lali","418,237,068","34,278"
"Westlife - My Love (Official Video)","417,865,066","106,190"
"A Solas Remix - Lunay x Lyanno x Anuel AA x Brytiago x Alex Rose ( Video Oficial )","417,837,710","95,948"
"Christian Nodal - Aquí Abajo","417,576,264","80,824"
"Doja Cat - Boss B*tch (from Birds of Prey: The Album) [Official Music Video]","417,547,446","53,663"
"Los Del Espacio - LIT killah, Duki, Emilia, Tiago PZK, FMK, Rusherking, Maria Becerra, Big One","417,134,302","77,762"
"CNCO, Yandel - Hey DJ (Official Video)","417,060,883","40,285"
"Lamis Kan - Mesaytara (Official Music Video)| لميس كان - مسيطرة #lamiskan #mesaytara #مسيطرة","417,048,764","203,089"
"Skrillex & Diplo - ""Mind"" feat. Kai (Official Video)","416,946,762","40,891"
"Jennifer Lopez - El Anillo (Official Video)","416,913,885","17,135"
"Outkast - Ms. Jackson (Official HD Video)","416,890,332","76,955"
"Bedardi Se Pyaar Ka Song|Jubin N,Meet B,Manoj M|Gurmeet C,Sherine S,Kaashish V | Ashish P| Bhushan K","416,811,411","88,749"
"Tarkan - Yolla","416,754,724","4,566"
"Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Dance Video]","416,730,603","153,244"
"Pitbull - Fireball (Official Video) ft. John Ryan","416,620,582","125,979"
"Banda El Recodo De Cruz Lizárraga - Vas A Llorar Por Mí","416,610,256","30,896"
"ไกลแค่ไหน คือ ใกล้ - getsunova (Official Audio)","416,445,725","72,392"
"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018 - League of Legends","416,302,009","66,344"
"Wesley Safadão - Ar Condicionado no 15 [DVD WS In Miami Beach]","415,735,095","12,166"
"La Oreja de Van Gogh - La Playa (Official Video)","415,593,835","213,691"
"Julión Álvarez y su Norteño Banda - Rey Sin Reina (Video Lyric)","415,229,034","458,913"
"Niska - Réseaux (Clip Officiel)","415,160,705","56,921"
"Portugal. The Man - Feel It Still (Official Music Video)","414,861,965","74,384"
"GD X TAEYANG - GOOD BOY M/V","414,715,933","63,421"
"Narayan Mil Jayega (Lyrical): Jubin Nautiyal |Payal Dev |Manoj Muntashir Shukla|Kashan|Bhushan Kumar","414,680,537","417,189"
"Aventura - Enséñame a Olvidar (Sold Out at Madison Square Garden)","414,641,895","82,491"
"Sia - Snowman [Official Video]","414,339,402","43,418"
"My Chemical Romance - Welcome To The Black Parade [Official Music Video] [HD]","414,208,318","109,504"
"Little Mix - Touch (Official Video)","414,183,756","29,987"
"UWAIE - Kapo (Video Oficial)","414,168,043","418,863"
"Ding Dang - Film Version | Tiger, Nidhhi | Munna Michael | Javed Mohsin | Amit Mishra, Antara Mitra","414,095,040","59,289"
"AC/DC - You Shook Me All Night Long (Official 4K Video)","413,922,524","128,869"
"CantaJuego - Chocolate","413,829,670","4,417"
"MC Nando DK e Jerry Smith feat. DJ Cassula - Troféu do Ano (KondZilla) | Official Music Video","413,632,215","46,226"
"Phulkari : Karan Randhawa (Official Video) Simar Kaur | Rav Dhillon | GK Digital | Geet MP3","413,612,874","122,435"
"Marshmello - Summer (Official Music Video) with Lele Pons","413,599,237","16,160"
"Idina Menzel - Let It Go (from Frozen) (Official Video)","413,476,410","153,692"
"Los Ángeles Azules, Maria Becerra - El Amor de Mi Vida","413,325,544","207,808"
"Grupo Menos é Mais - Coração Partido (Clipe Oficial)","413,156,356","259,752"
"Só Quer Vrau - MC MM feat DJ RD (KondZilla) | Official Music Video","413,139,434","19,669"
"No se habla de Bruno (De ""Encanto"")","413,079,825","108,754"
"Full Video: Tera Yaar Hoon Main | Sonu Ke Titu Ki Sweety | Arijit Singh Rochak Kohli | Song 2018","412,915,571","64,800"
"ดึงดัน - COCKTAIL X ตั๊ก ศิริพร (JOOX 100x100 SEASON 2)「Official MV」","412,878,589","79,286"
"Same Time Same Jagah (Chaar Din) ● Sandeep Brar ● Kulwinder Billa ● New Punjabi Songs","412,730,899","98,603"
"Five Finger Death Punch - Wash It All Away (Explicit)","412,717,155","87,852"
"Green Day - Basket Case [Official Music Video] (4K Upgrade)","412,687,489","102,454"
"Jhay Cortez, Anuel AA, J. Balvin - Medusa (Official Video)","412,552,922","72,977"
"【Ado】うっせぇわ","412,368,696","103,004"
"Florida Georgia Line - H.O.L.Y.","412,298,089","36,210"
"Kanye West - Gold Digger ft. Jamie Foxx","412,292,485","99,471"
"Hollywood - Peso Pluma, Estevan Plazola (Video Oficial)","412,161,054","739,942"
"Full Video: Tujhe Dekh Ke | Badal | Bobby Deol | Rani Mukherjee |  Udit Narayan, Jaspinder Narula","412,148,439","228,114"
"Red Hot Chili Peppers - Dani California [Official Music Video]","412,010,909","93,248"
"#Video | #Pawan Singh New Song | लाल घाघरा | Lal Ghaghra | Shilpi Raj | Namrita Malla| Bhojpuri Gana","411,877,780","83,320"
"Maluma - La Temperatura (Video) ft. Eli Palacios","411,873,077","41,807"
"Ozuna - Mi Niña (Video Oficial)","411,844,428","79,924"
"The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant","411,708,709","161,605"
"Channa Mereya - Lyric Video | Ae Dil Hai Mushkil | Karan Johar | Ranbir | Anushka | Pritam | Arijit","411,658,263","112,305"
"Calibre 50 - Amor Del Bueno","411,647,301","45,183"
"Tesher x Jason Derulo - Jalebi Baby (Official Video)","411,530,463","69,166"
"Dua Lipa - Love Again (Official Music Video)","411,413,830","125,145"
"Te Regalo - (Video Oficial) - Ulices Chaidez y Sus Plebes - DEL Records 2017","411,268,935","38,740"
"Pinga - Full Video | Bajirao Mastani | Deepika Padukone, Priyanka Chopra | Shreya Ghoshal | SLB","411,134,024","91,496"
"Melanie Martinez - Dollhouse (Official Music Video)","410,983,041","69,366"
"OZUNA - CORAZON DE SEDA (Oficial Video Lyric)","410,968,967","9,823"
"Recordando A Manuel - (Video Oficial) - Lenin Ramirez feat. Gerardo Ortiz y Jesus Chairez","410,842,080","24,043"
"Stromae - Formidable (ceci n'est pas une leçon)","410,810,600","90,719"
"Xúc Xắc Xúc Xẻ - Bé Bảo An ft Phi Long | Ca Nhạc Thiếu Nhi Sôi Động | اغنية اطفال | เพลงเด็กå","410,742,318","129,689"
"6IX9INE ""Kooda"" (WSHH Exclusive - Official Music Video)","410,403,918","40,189"
"Marshmello, Manuel Turizo - El Merengue (Official Video)","410,202,754","295,924"
"Doja Cat - Need to Know (Official Video)","410,171,667","104,434"
"Sam Smith - How Do You Sleep? (Official Music Video)","409,967,954","46,436"
"Rammstein - Ich Will (Official Video)","409,947,367","101,381"
"OFFICIAL: 'Manwa Laage' FULL VIDEO Song | Happy New Year | Shah Rukh Khan | Arijit Singh","409,764,260","230,100"
"Badshah - Paagal | Official Music Video | Aditya Dev","409,459,815","22,521"
"BAD BUNNY - A TU MERCED | YHLQMDLG [Visualizer]","409,382,475","94,709"
"Anitta - Paradinha [Official Music Video]","409,284,388","25,109"
"Zedd - Clarity ft. Foxes","409,171,857","75,427"
"รำคาญกะบอกกันเด้อ - ลำเพลิน วงศกร【LYRIC VIDEO】","409,103,558","33,181"
"Enrique Iglesias - I Like It (Official Music Video)","409,078,054","67,618"
"IZA - Pesadão (Participação especial Marcelo Falcão)","409,014,585","21,888"
"Bad Bunny x Bryant Myers x Zion x De La Ghetto x Revol - Caile (Video Oficial)","408,953,702","101,371"
"Yaari hai - @TonyKakkar  | Riyaz Aly | Siddharth Nigam | Happy Friendship Day | Official Video","408,730,890","25,852"
"Grupo Frontera x Ke Personajes - OJITOS ROJOS (Video Oficial)","408,690,003","177,047"
"Arcángel - Hace Mucho Tiempo","408,375,443","178,782"
"Santana - Corazon Espinado (Official Video) ft. Mana","408,183,279","128,078"
"ले लो पुदीना | #Pawan Singh | Pudina Ae Haseena | Le Lo Pudina | Ft. Maahi S | #New Bhojpuri Song","408,158,669","68,985"
"Usher - Burn (Official Video)","408,036,374","94,291"
"Drake - Toosie Slide (Official Music Video)","407,954,467","53,059"
"The Humma Song – OK Jaanu | Shraddha Kapoor | Aditya Roy Kapur | @ARRahman, Badshah, Tanishk","407,683,868","90,761"
"Guri : Billian Billian (Official Video) Sukhe | Satti Dhillon | Punjabi Song | GK Digital | Geet MP3","407,516,400","55,170"
"Bebe Rexha - I Got You [Official Music Video]","407,500,751","29,692"
"DJ Snake - Middle ft. Bipolar Sunshine","407,487,448","59,116"
"Raí Saia Rodada - Tapão Na Raba (Clipe Oficial)","407,423,295","45,431"
"Chris Brown, Tyga - Ayo (Official Video)","407,334,362","77,517"
"XXXTENTACION - Fuck Love (Audio) (feat. Trippie Redd)","407,302,741","11,428"
"X Ambassadors - Renegades (Lyric Video)","407,210,951","92,364"
"Alice Merton - No Roots","406,758,573","70,213"
"Korn - Freak On A Leash (Official Video)","406,729,226","145,365"
"JAILER - Kaavaalaa Video Song | Superstar Rajinikanth | Sun Pictures | Anirudh | Nelson | Tamannaah","406,624,785","172,689"
"Whitney Houston - Greatest Love Of All (Official 4K Video)","406,437,547","133,142"
"Chris Brown - Pills & Automobiles (Official Video) ft. Yo Gotti, A Boogie Wit Da Hoodie, Kodak Black","406,208,339","70,010"
"Marc Anthony - Valio La Pena (Salsa Version)","406,091,414","46,401"
"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli","406,063,952","26,588"
"Dhoom Machale Song | DHOOM, Esha Deol, John Abraham, Abhishek, Uday, Sunidhi Chauhan, Pritam, Sameer","405,832,083","200,907"
"Romeo Santos - Necio (Audio) ft. Santana","405,825,458","102,303"
"David Guetta - Where Them Girls At ft. Nicki Minaj, Flo Rida (Official Video)","405,303,942","58,422"
"Samuel E. Wright - Under the Sea (from The Little Mermaid) (Official Video)","405,196,003","84,616"
"Ozuna, Feid - Hey Mor (Video Oficial) | Ozutochi","405,077,728","52,664"
"Gusttavo Lima - DESEJO IMORTAL (Ao vivo no Mineirão)","404,957,269","141,024"
"Tamma Tamma Again | Varun , Alia | Bappi L, Anuradha P | Tanishk, Badshah |  ""Badrinath Ki Dulhania""","404,909,088","55,014"
"Of Monsters and Men - Little Talks","404,894,188","59,422"
"Calvin Harris - Sweet Nothing (Official Video) ft. Florence Welch","404,780,555","33,410"
"KALI ACTIVA : PIND DE GERHE (Full Video) | Rupinder Handa | Latest Punjabi Songs","404,702,611","378,421"
"XXXTENTACION & Lil Pump - Arms Around You feat. Maluma & Swae Lee [Official Music Video]","404,629,427","31,789"
"Sin Bandera - Que Lloro (Video)","404,623,711","225,203"
"Mon Laferte - Amárrame/Pa´Dónde Se Fue (En Vivo)","404,451,327","115,282"
"It's Goin' Down (from Descendants 2) (Official Video)","404,430,816","55,689"
"Farruko, Anuel AA, Kendo Kaponi - Delincuente (Official Video)","403,930,530","111,586"
"""Do Lafzo Mein [Full Song]"" Dhaai Akshar Prem Ke Ft Aishwarya Rai, Abhishek Bacchan","403,869,508","188,864"
"Kalank Title Track - Lyrical | Alia Bhatt , Varun Dhawan | Arijit Singh | Pritam| Amitabh","403,731,906","166,782"
"Stray Kids ""Back Door"" M/V","403,580,105","74,268"
"Myke Towers - Girl (Video Oficial)","403,547,981","179,970"
"Major Lazer - Light It Up (feat. Nyla & Fuse ODG) (Remix) [Official Lyric Video]","403,390,677","57,107"
"Full Video: Dupatta Tera Nau Rang Da | Partner | Salman Khan, Govinda, Katrina, Lara Dutta","403,375,202","159,781"
"Full Video: Ek Haseena Thi |  Karzzzz | Himesh Reshammiya, Urmila Martondar|  Shreya Ghosal","403,276,028","98,231"
"Ariana Grande - thank u, next (Official Lyric Video)","403,026,393","293,072"
"ไม่มีข้อแม้ตั้งแต่เริ่มต้น - ไผ่ พงศธร 【Lyric Version】","403,019,318","69,555"
